Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,134.0800018310547,134.74000549316406,131.72000122070312,132.69000244140625,132.06947326660156,99116600
2021-01-04,133.52000427246094,133.61000061035156,126.76000213623047,129.41000366210938,128.80482482910156,143301900
2021-01-05,128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,130.39732360839844,97664900
2021-01-06,127.72000122070312,131.0500030517578,126.37999725341797,126.5999984741211,126.0079574584961,155088000
2021-01-07,128.36000061035156,131.6300048828125,127.86000061035156,130.9199981689453,130.30775451660156,109578200
2021-01-08,132.42999267578125,132.6300048828125,130.22999572753906,132.0500030517578,131.43246459960938,105158200
2021-01-11,129.19000244140625,130.1699981689453,128.5,128.97999572753906,128.3768310546875,100384500
2021-01-12,128.5,129.69000244140625,126.86000061035156,128.8000030517578,128.19766235351562,91951100
2021-01-13,128.75999450683594,131.4499969482422,128.49000549316406,130.88999938964844,130.27789306640625,88636800
2021-01-14,130.8000030517578,131.0,128.75999450683594,128.91000366210938,128.3071746826172,90221800
2021-01-15,128.77999877929688,130.22000122070312,127.0,127.13999938964844,126.54542541503906,111598500
2021-01-19,127.77999877929688,128.7100067138672,126.94000244140625,127.83000183105469,127.2322006225586,90757300
2021-01-20,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,131.41256713867188,104319500
2021-01-21,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,136.22991943359375,120150900
2021-01-22,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,138.41964721679688,114459400
2021-01-25,143.07000732421875,145.08999633789062,136.5399932861328,142.9199981689453,142.2516326904297,157611700
2021-01-26,143.60000610351562,144.3000030517578,141.3699951171875,143.16000366210938,142.4905242919922,98390600
2021-01-27,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,141.39566040039062,140843800
2021-01-28,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,136.4488983154297,142621100
2021-01-29,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,131.34288024902344,177523800
2021-02-01,133.75,135.3800048828125,130.92999267578125,134.13999938964844,133.51268005371094,106239800
2021-02-02,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,134.3587188720703,83305400
2021-02-03,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,133.3136444091797,89880900
2021-02-04,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,136.74749755859375,84183100
2021-02-05,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,136.32383728027344,75693800
2021-02-08,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,136.47337341308594,71297200
2021-02-09,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,135.57623291015625,76774200
2021-02-10,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,134.9582061767578,73046600
2021-02-11,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,134.6990509033203,64280000
2021-02-12,134.35000610351562,135.52999877929688,133.69000244140625,135.3699951171875,134.93826293945312,60145100
2021-02-16,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,132.76524353027344,80576300
2021-02-17,131.25,132.22000122070312,129.47000122070312,130.83999633789062,130.4227294921875,97918500
2021-02-18,129.1999969482422,130.0,127.41000366210938,129.7100067138672,129.29632568359375,96856700
2021-02-19,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,129.45582580566406,87668800
