Date,Date,Open,High,Low,Close
2021-02-01,18659.0,351.2099914550781,352.7900085449219,349.2099914550781,350.5199890136719
2021-02-02,18660.0,351.760009765625,357.70001220703125,350.7200012207031,355.5799865722656
2021-02-03,18661.0,356.2300109863281,357.5299987792969,353.2099914550781,355.2099914550781
2021-02-04,18662.0,356.7099914550781,358.3800048828125,353.8500061035156,355.8500061035156
2021-02-05,18663.0,356.54998779296875,356.8500061035156,354.1000061035156,355.1700134277344
2021-02-08,18666.0,356.57000732421875,360.0400085449219,355.57000732421875,359.8299865722656
2021-02-09,18667.0,360.0400085449219,361.6700134277344,358.29998779296875,359.55999755859375
2021-02-10,18668.0,361.0,361.0,355.1199951171875,356.1199951171875
2021-02-11,18669.0,355.7300109863281,356.5,351.3900146484375,352.20001220703125
2021-02-12,18670.0,351.989990234375,352.9800109863281,350.1000061035156,352.75
2021-02-16,18674.0,353.0799865722656,355.3599853515625,352.0400085449219,354.0
2021-02-17,18675.0,353.1099853515625,358.1700134277344,351.9100036621094,358.0400085449219
2021-02-18,18676.0,352.2799987792969,358.20001220703125,352.2799987792969,356.9200134277344
2021-02-19,18677.0,356.69000244140625,357.92999267578125,354.5799865722656,354.7699890136719
2021-02-22,18680.0,352.75,353.2900085449219,348.82000732421875,350.2099914550781
2021-02-23,18681.0,349.79998779296875,351.0,342.0299987792969,342.1499938964844
2021-02-24,18682.0,341.7900085449219,342.5,337.8900146484375,340.70001220703125
2021-02-25,18683.0,340.8500061035156,343.0,333.3500061035156,333.8999938964844
2021-02-26,18684.0,335.510009765625,335.8900146484375,330.94000244140625,331.0
2021-03-01,18687.0,335.2099914550781,336.0,331.3599853515625,331.7699890136719
2021-03-02,18688.0,333.69000244140625,334.69000244140625,328.4200134277344,328.4599914550781
2021-03-03,18689.0,328.1700134277344,328.4200134277344,323.760009765625,323.9200134277344
2021-03-04,18690.0,323.3699951171875,325.6000061035156,315.0400085449219,319.0400085449219
2021-03-05,18691.0,315.3299865722656,318.42999267578125,307.0,317.32000732421875
2021-03-08,18694.0,318.9100036621094,322.3299865722656,310.9200134277344,311.4200134277344
2021-03-09,18695.0,313.760009765625,320.2799987792969,312.7099914550781,318.7799987792969
2021-03-10,18696.0,321.1400146484375,327.3900146484375,317.32000732421875,323.8299865722656
2021-03-11,18697.0,330.4100036621094,331.25,326.7200012207031,328.6499938964844
2021-03-12,18698.0,328.1000061035156,331.6300048828125,325.6000061035156,331.1400146484375
2021-03-15,18701.0,333.6000061035156,333.67999267578125,327.32000732421875,330.510009765625
2021-03-16,18702.0,329.6700134277344,330.0299987792969,326.6400146484375,327.25
2021-03-17,18703.0,326.0,330.5,324.1199951171875,329.19000244140625
2021-03-18,18704.0,326.4800109863281,328.1400146484375,322.3800048828125,322.9800109863281
2021-03-19,18705.0,323.6099853515625,329.25,322.3900146484375,328.9100036621094
2021-03-22,18708.0,328.45001220703125,336.1700134277344,328.19000244140625,334.489990234375
2021-03-23,18709.0,333.8900146484375,342.510009765625,333.79998779296875,340.3399963378906
2021-03-24,18710.0,342.2200012207031,342.510009765625,336.8299865722656,338.0400085449219
2021-03-25,18711.0,337.80999755859375,347.7799987792969,337.2699890136719,346.3399963378906
2021-03-26,18712.0,346.2099914550781,352.4599914550781,344.1000061035156,352.0199890136719
2021-03-29,18715.0,351.45001220703125,357.7699890136719,351.010009765625,356.1499938964844
2021-03-30,18716.0,353.5799865722656,354.7699890136719,348.8399963378906,349.75
2021-03-31,18717.0,350.6600036621094,357.45001220703125,349.2300109863281,352.4800109863281
2021-04-01,18718.0,352.5400085449219,357.32000732421875,351.6300048828125,354.94000244140625
2021-04-05,18722.0,357.5,362.6700134277344,356.8399963378906,360.82000732421875
2021-04-06,18723.0,359.79998779296875,362.79998779296875,359.0,360.1199951171875
2021-04-07,18724.0,360.8699951171875,361.4599914550781,357.6099853515625,358.80999755859375
2021-04-08,18725.0,362.79998779296875,366.0199890136719,359.6000061035156,361.2200012207031
2021-04-09,18726.0,360.9100036621094,363.7099914550781,359.6000061035156,363.2099914550781
2021-04-12,18729.0,362.8399963378906,365.25,361.3399963378906,364.80999755859375
2021-04-13,18730.0,365.3399963378906,367.29998779296875,364.2699890136719,365.2099914550781
2021-04-14,18731.0,364.8500061035156,364.8500061035156,362.54998779296875,363.1700134277344
2021-04-15,18732.0,364.8800048828125,369.54998779296875,364.2699890136719,368.79998779296875
2021-04-16,18733.0,369.70001220703125,372.79998779296875,368.5799865722656,370.7200012207031
2021-04-19,18736.0,371.0,371.5299987792969,368.20001220703125,369.54998779296875
2021-04-20,18737.0,369.0,375.3599853515625,368.7300109863281,371.7300109863281
2021-04-21,18738.0,371.6099853515625,374.5799865722656,371.4700012207031,374.0899963378906
2021-04-22,18739.0,374.3399963378906,375.44000244140625,370.0299987792969,371.260009765625
2021-04-23,18740.0,371.260009765625,374.8500061035156,370.4100036621094,373.2799987792969
2021-04-26,18743.0,373.8999938964844,373.8999938964844,368.2099914550781,368.5199890136719
2021-04-27,18744.0,368.1700134277344,370.9599914550781,365.2900085449219,370.2099914550781
2021-04-28,18745.0,369.54998779296875,370.5,368.17999267578125,369.5899963378906
2021-04-29,18746.0,368.5400085449219,374.7099914550781,368.5299987792969,373.5400085449219
2021-04-30,18747.0,372.9100036621094,374.1600036621094,371.3299865722656,372.0899963378906
2021-05-03,18750.0,373.8399963378906,379.6199951171875,372.8900146484375,379.32000732421875
2021-05-04,18751.0,379.0299987792969,379.2300109863281,373.75,375.2900085449219
2021-05-05,18752.0,376.3500061035156,377.5199890136719,372.04998779296875,372.5
2021-05-06,18753.0,373.19000244140625,382.94000244140625,373.19000244140625,382.760009765625
2021-05-07,18754.0,382.8299865722656,386.45001220703125,382.20001220703125,384.32000732421875
2021-05-10,18757.0,385.489990234375,387.8900146484375,381.2799987792969,381.4800109863281
2021-05-11,18758.0,379.30999755859375,380.9200134277344,376.0,378.17999267578125
2021-05-12,18759.0,376.0,376.94000244140625,371.1099853515625,372.20001220703125
2021-05-13,18760.0,373.0899963378906,381.44000244140625,371.57000732421875,379.5299987792969
2021-05-14,18761.0,382.1400146484375,385.82000732421875,380.1000061035156,384.4200134277344
2021-05-17,18764.0,385.0400085449219,387.04998779296875,382.8999938964844,383.9599914550781
2021-05-18,18765.0,386.45001220703125,389.45001220703125,382.510009765625,382.80999755859375
2021-05-19,18766.0,377.1499938964844,381.7300109863281,376.1300048828125,379.6600036621094
2021-05-20,18767.0,379.17999267578125,384.5199890136719,378.2799987792969,383.5799865722656
2021-05-21,18768.0,385.04998779296875,385.3500061035156,380.42999267578125,380.7200012207031
2021-05-24,18771.0,384.3399963378906,385.760009765625,381.8900146484375,383.45001220703125
2021-05-25,18772.0,383.6199951171875,385.739990234375,382.0299987792969,385.3800048828125
2021-05-26,18773.0,385.8599853515625,387.75,385.0199890136719,385.6199951171875
2021-05-27,18774.0,385.1300048828125,387.7699890136719,383.5,387.5
2021-05-28,18775.0,384.1499938964844,385.30999755859375,377.0299987792969,378.2699890136719
2021-06-01,18779.0,379.92999267578125,380.20001220703125,375.5,378.2300109863281
2021-06-02,18780.0,378.3800048828125,381.9200134277344,377.7099914550781,380.5899963378906
2021-06-03,18781.0,379.6400146484375,384.19000244140625,378.8599853515625,383.8699951171875
2021-06-04,18782.0,384.19000244140625,387.760009765625,383.7099914550781,387.5199890136719
2021-06-07,18785.0,385.4700012207031,386.45001220703125,378.57000732421875,380.3999938964844
2021-06-08,18786.0,380.4100036621094,381.2099914550781,377.69000244140625,379.70001220703125
2021-06-09,18787.0,380.2099914550781,381.7799987792969,379.1300048828125,379.9599914550781
2021-06-10,18788.0,380.2699890136719,383.3599853515625,379.489990234375,383.010009765625
2021-06-11,18789.0,383.8599853515625,383.8599853515625,380.5299987792969,381.8299865722656
2021-06-14,18792.0,380.7900085449219,383.9800109863281,379.0799865722656,383.760009765625
2021-06-15,18793.0,383.760009765625,384.5,381.55999755859375,383.9100036621094
2021-06-16,18794.0,384.3999938964844,386.44000244140625,377.1199951171875,379.4100036621094
2021-06-17,18795.0,380.3800048828125,386.4700012207031,379.2099914550781,384.75
2021-06-18,18796.0,384.75,384.9100036621094,380.29998779296875,380.8800048828125
2021-06-21,18799.0,382.25,387.6499938964844,380.55999755859375,386.79998779296875
2021-06-22,18800.0,387.0199890136719,392.5,386.55999755859375,392.17999267578125
2021-06-23,18801.0,393.0,393.44000244140625,390.5899963378906,391.9700012207031
2021-06-24,18802.0,393.4200134277344,395.5,391.79998779296875,392.07000732421875
2021-06-25,18803.0,392.9700012207031,394.54998779296875,391.25,394.510009765625
2021-06-28,18806.0,395.0,397.4200134277344,393.1300048828125,396.5400085449219
2021-06-29,18807.0,396.29998779296875,399.44000244140625,395.4700012207031,398.7900085449219
2021-06-30,18808.0,397.9700012207031,400.4700012207031,395.0,395.6700134277344
2021-07-01,18809.0,396.29998779296875,397.69000244140625,393.8800048828125,394.5299987792969
2021-07-02,18810.0,396.2099914550781,400.7699890136719,396.1099853515625,398.94000244140625
2021-07-06,18814.0,399.8399963378906,401.3999938964844,397.1099853515625,398.8599853515625
2021-07-07,18815.0,399.20001220703125,406.1199951171875,399.20001220703125,404.67999267578125
2021-07-08,18816.0,403.5,408.6400146484375,403.1600036621094,407.1499938964844
2021-07-09,18817.0,408.54998779296875,414.0,407.5899963378906,412.3699951171875
2021-07-12,18820.0,414.0400085449219,414.3500061035156,404.5299987792969,407.8800048828125
2021-07-13,18821.0,404.70001220703125,409.2900085449219,404.70001220703125,407.05999755859375
2021-07-14,18822.0,408.5799865722656,410.4700012207031,407.260009765625,409.95001220703125
2021-07-15,18823.0,410.4599914550781,412.20001220703125,407.8800048828125,411.82000732421875
2021-07-16,18824.0,412.1199951171875,413.4200134277344,409.7699890136719,410.3699951171875
2021-07-19,18827.0,410.05999755859375,415.32000732421875,410.04998779296875,414.1499938964844
2021-07-20,18828.0,414.0,418.07000732421875,412.8500061035156,416.239990234375
2021-07-21,18829.0,417.1099853515625,417.1099853515625,412.2200012207031,415.010009765625
2021-07-22,18830.0,416.0,418.6000061035156,413.54998779296875,417.5400085449219
2021-07-23,18831.0,418.2900085449219,423.989990234375,417.04998779296875,423.42999267578125
2021-07-26,18834.0,423.3999938964844,424.5,420.3500061035156,423.2300109863281
2021-07-27,18835.0,424.0,424.55999755859375,421.6000061035156,424.3399963378906
2021-07-28,18836.0,423.2699890136719,424.8599853515625,420.5400085449219,422.2200012207031
2021-07-29,18837.0,421.67999267578125,425.8500061035156,420.3599853515625,425.2799987792969
2021-07-30,18838.0,425.9800109863281,431.5,425.94000244140625,429.7200012207031
2021-08-02,18841.0,430.6199951171875,430.7099914550781,425.4800109863281,428.9200134277344
2021-08-03,18842.0,429.9200134277344,436.79998779296875,429.1199951171875,435.07000732421875
2021-08-04,18843.0,436.0,437.989990234375,432.8900146484375,435.0400085449219
2021-08-05,18844.0,437.75,443.5,436.7300109863281,443.19000244140625
2021-08-06,18845.0,442.7300109863281,443.4599914550781,438.8999938964844,439.6300048828125
2021-08-09,18848.0,440.6499938964844,442.7799987792969,439.30999755859375,440.4700012207031
2021-08-10,18849.0,440.6600036621094,443.79998779296875,440.6600036621094,443.0299987792969
2021-08-11,18850.0,445.5,448.0,441.79998779296875,444.29998779296875
2021-08-12,18851.0,443.0,446.6300048828125,442.25,445.3599853515625
2021-08-13,18852.0,445.7799987792969,448.3599853515625,444.5400085449219,447.82000732421875
2021-08-16,18855.0,447.9100036621094,453.19000244140625,447.04998779296875,452.8599853515625
2021-08-17,18856.0,452.8599853515625,453.7799987792969,449.70001220703125,452.3399963378906
2021-08-18,18857.0,450.9599914550781,455.239990234375,445.8999938964844,446.2099914550781
2021-08-19,18858.0,442.95001220703125,455.5,441.30999755859375,454.260009765625
2021-08-20,18859.0,455.489990234375,460.6199951171875,453.6600036621094,458.989990234375
2021-08-23,18862.0,457.2699890136719,459.05999755859375,454.5899963378906,454.92999267578125
2021-08-24,18863.0,455.25,455.3900146484375,450.29998779296875,451.7900085449219
2021-08-25,18864.0,450.8299865722656,452.82000732421875,447.32000732421875,451.2300109863281
2021-08-26,18865.0,451.2300109863281,452.4800109863281,446.70001220703125,449.30999755859375
2021-08-27,18866.0,449.30999755859375,451.6199951171875,446.79998779296875,450.3399963378906
2021-08-30,18869.0,451.0400085449219,456.5899963378906,450.44000244140625,455.92999267578125
2021-08-31,18870.0,456.1400146484375,456.8800048828125,452.44000244140625,455.489990234375
2021-09-01,18871.0,455.4800109863281,456.67999267578125,451.8500061035156,456.5199890136719
2021-09-02,18872.0,459.4200134277344,461.44000244140625,458.3900146484375,460.9700012207031
2021-09-03,18873.0,459.0,463.6000061035156,459.0,462.54998779296875
2021-09-07,18877.0,462.5,463.20001220703125,457.6300048828125,459.6000061035156
2021-09-08,18878.0,459.1099853515625,465.8299865722656,458.0799865722656,465.70001220703125
2021-09-09,18879.0,467.3399963378906,469.7699890136719,465.239990234375,465.94000244140625
2021-09-10,18880.0,467.1700134277344,468.3999938964844,463.20001220703125,465.1600036621094
